Yaw_Set_ID,WD,WS,TI,Farm_Power_kW,Yaw_T0,Power_T0,Yaw_T1,Power_T1,Yaw_T2,Power_T2,Yaw_T3,Power_T3
0,272.5,11.0,0.08750000000000001,13760.576395028133,0.0,4519.404307286192,0.0,4519.404307286192,0.0,2364.8200557694013,0.0,2356.947724686346
0,272.5,11.0,0.125,14656.511822889253,0.0,4519.404307286192,0.0,4519.404307286192,0.0,2811.2681798644226,0.0,2806.4350284524453
0,272.5,11.0,0.16250000000000003,15343.976341415715,0.0,4519.404307286192,0.0,4519.404307286192,0.0,3153.8479628089444,0.0,3151.3197640343856
0,272.5,11.0,0.2,15836.529574886801,0.0,4519.404307286192,0.0,4519.404307286192,0.0,3399.5625848117293,0.0,3398.1583755026877
0,275.0,8.0,0.05,5667.6578904830485,0.0,1753.954459179171,0.0,1753.954459179171,0.0,1083.3335249487855,0.0,1076.4154471759214
0,275.0,8.0,0.08750000000000001,5819.820233109894,0.0,1753.954459179171,0.0,1753.954459179171,0.0,1158.031387863807,0.0,1153.8799268877447
0,275.0,8.0,0.125,5976.045528263504,0.0,1753.954459179171,0.0,1753.954459179171,0.0,1235.4398853413975,0.0,1232.6967245637645
0,275.0,8.0,0.16250000000000003,6127.878981428966,0.0,1753.954459179171,0.0,1753.954459179171,0.0,1310.815189828412,0.0,1309.1548732422114
0,275.0,8.0,0.2,6259.752727429826,0.0,1753.954459179171,0.0,1753.954459179171,0.0,1376.4204272487455,0.0,1375.4233818227387
0,275.0,9.0,0.05,8042.48773737659,0.0,2496.427861835767,0.0,2496.427861835767,0.0,1530.0396800833435,0.0,1519.5923336217134
0,275.0,9.0,0.08750000000000001,8275.268077837407,0.0,2496.427861835767,0.0,2496.427861835767,0.0,1644.4466093544522,0.0,1637.965744811421
0,275.0,9.0,0.125,8505.905287310192,0.0,2496.427861835767,0.0,2496.427861835767,0.0,1758.458447066676,0.0,1754.591116571981
0,275.0,9.0,0.16250000000000003,8739.865965771261,0.0,2496.427861835767,0.0,2496.427861835767,0.0,1874.77570251046,0.0,1872.2345395892671
0,275.0,9.0,0.2,8940.155673939626,0.0,2496.427861835767,0.0,2496.427861835767,0.0,1974.3975025658756,0.0,1972.9024477022163
0,275.0,10.0,0.05,11061.811897158703,0.0,3417.7970050915737,0.0,3417.7970050915737,0.0,2120.2437101002565,0.0,2105.974176875299
0,275.0,10.0,0.08750000000000001,11376.149117530422,0.0,3417.7970050915737,0.0,3417.7970050915737,0.0,2274.563345115064,0.0,2265.9917622322096
0,275.0,10.0,0.125,11672.836417702267,0.0,3417.7970050915737,0.0,3417.7970050915737,0.0,2421.066936938385,0.0,2416.1754705807334
0,275.0,10.0,0.16250000000000003,11952.493407251903,0.0,3417.7970050915737,0.0,3417.7970050915737,0.0,2560.199379652907,0.0,2556.7000174158493
0,275.0,10.0,0.2,12228.798797629428,0.0,3417.7970050915737,0.0,3417.7970050915737,0.0,2697.631751250679,0.0,2695.5730361956016
0,275.0,11.0,0.05,14741.34777143245,0.0,4519.404307286192,0.0,4519.404307286192,0.0,2860.4287921669033,0.0,2842.110364693162
0,275.0,11.0,0.08750000000000001,15150.25161319103,0.0,4519.404307286192,0.0,4519.404307286192,0.0,3061.27038295943,0.0,3050.1726156592167
0,275.0,11.0,0.125,15540.85218761504,0.0,4519.404307286192,0.0,4519.404307286192,0.0,3254.1937205604477,0.0,3247.8498524822085
0,275.0,11.0,0.16250000000000003,15890.786155541096,0.0,4519.404307286192,0.0,4519.404307286192,0.0,3427.812098826223,0.0,3424.165442142488
0,275.0,11.0,0.2,16216.539555122648,0.0,4519.404307286192,0.0,4519.404307286192,0.0,3590.0854979714436,0.0,3587.6454425788197
0,277.5,8.0,0.05,6416.121310526043,0.0,1753.954459179171,0.0,1753.954459179171,0.0,1456.6688676026238,0.0,1451.5435245650772
0,277.5,8.0,0.08750000000000001,6384.598118695246,0.0,1753.954459179171,0.0,1753.954459179171,0.0,1440.2101725710797,0.0,1436.4790277658242
0,277.5,8.0,0.125,6385.517466356133,0.0,1753.954459179171,0.0,1753.954459179171,0.0,1440.0639500526481,0.0,1437.5445979451424
0,277.5,8.0,0.16250000000000003,6415.970499773126,0.0,1753.954459179171,0.0,1753.954459179171,0.0,1454.8421077781688,0.0,1453.2194736366157
0,277.5,8.0,0.2,6462.822412609854,0.0,1753.954459179171,0.0,1753.954459179171,0.0,1477.9356169062273,0.0,1476.977877345284
0,277.5,9.0,0.05,9171.819086045516,0.0,2496.427861835767,0.0,2496.427861835767,0.0,2093.2193133621836,0.0,2085.7440490117992
0,277.5,9.0,0.08750000000000001,9125.39592303344,0.0,2496.427861835767,0.0,2496.427861835767,0.0,2068.9926621185114,0.0,2063.547537243395
0,277.5,9.0,0.125,9126.507469515054,0.0,2496.427861835767,0.0,2496.427861835767,0.0,2068.664654067843,0.0,2064.9870917756775
0,277.5,9.0,0.16250000000000003,9170.885594759315,0.0,2496.427861835767,0.0,2496.427861835767,0.0,2090.1994134952215,0.0,2087.8304575925595
0,277.5,9.0,0.2,9238.054340465605,0.0,2496.427861835767,0.0,2496.427861835767,0.0,2123.2808746252854,0.0,2121.9177421687864
0,277.5,10.0,0.05,12550.39092166876,0.0,3417.7970050915737,0.0,3417.7970050915737,0.0,2862.536176190001,0.0,2852.2607352956134
0,277.5,10.0,0.08750000000000001,12485.607674458988,0.0,3417.7970050915737,0.0,3417.7970050915737,0.0,2828.7528012718267,0.0,2821.2608630040136
0,277.5,10.0,0.125,12486.638174887776,0.0,3417.797005091572,0.0,3417.7970050915737,0.0,2828.053022562841,0.0,2822.9911421417887
0,277.5,10.0,0.16250000000000003,12547.55911641544,0.0,3417.797005091572,0.0,3417.7970050915737,0.0,2857.6132784219185,0.0,2854.3518278103743
0,277.5,10.0,0.2,12640.05573288775,0.0,3417.797005091572,0.0,3417.7970050915737,0.0,2903.169630507304,0.0,2901.2920921973005
0,277.5,11.0,0.05,16645.989104774413,0.0,4519.404307286192,0.0,4519.404307286192,0.0,3809.7006026402373,0.0,3797.479887561791
0,277.5,11.0,0.08750000000000001,16552.352025961787,0.0,4519.404307286192,0.0,4519.404307286192,0.0,3761.218763086769,0.0,3752.324648302633
0,277.5,11.0,0.125,16545.12377054213,0.0,4519.404307286192,0.0,4519.404307286192,0.0,3756.1780405491986,0.0,3750.1371154205444
0,277.5,11.0,0.16250000000000003,16615.830273623615,0.0,4519.404307286192,0.0,4519.404307286192,0.0,3790.4929763595237,0.0,3786.5286826917086
0,277.5,11.0,0.2,16728.712818464974,0.0,4519.404307286192,0.0,4519.404307286192,0.0,3846.099858370356,0.0,3843.804345522231
0,280.0,8.0,0.05,6850.593914262332,0.0,1753.954459179171,0.0,1753.954459179171,0.0,1672.359958701887,0.0,1670.3250372021025
0,280.0,8.0,0.08750000000000001,6774.151694005241,0.0,1753.954459179171,0.0,1753.954459179171,0.0,1634.088400181497,0.0,1632.154375465401
0,280.0,8.0,0.125,6711.682205662058,0.0,1753.954459179171,0.0,1753.954459179171,0.0,1602.5902016784112,0.0,1601.1830856253043
0,280.0,8.0,0.16250000000000003,6674.431221960177,0.0,1753.954459179171,0.0,1753.954459179171,0.0,1583.419297171763,0.0,1583.1030064300724
0,280.0,8.0,0.2,6660.84348250627,0.0,1753.9544591791705,0.0,1753.954459179171,0.0,1575.834934470101,0.0,1577.099629677829
0,280.0,9.0,0.05,9771.726259336849,0.0,2496.427861835767,0.0,2496.427861835767,0.0,2390.7726385834717,0.0,2388.0978970818433
0,280.0,9.0,0.08750000000000001,9670.140463074966,0.0,2496.427861835767,0.0,2496.427861835767,0.0,2339.95027802097,0.0,2337.334461382461
0,280.0,9.0,0.125,9585.33390124682,0.0,2496.427861835767,0.0,2496.427861835767,0.0,2297.191587254363,0.0,2295.2865903209226
0,280.0,9.0,0.16250000000000003,9534.726574970486,0.0,2496.427861835766,0.0,2496.427861835767,0.0,2271.150281273267,0.0,2270.7205700256854
0,280.0,9.0,0.2,9515.993096844479,0.0,2496.427861835766,0.0,2496.427861835767,0.0,2260.6934469281814,0.0,2262.4439262447636
0,280.0,10.0,0.05,13377.2369124709,0.0,3417.797005091572,0.0,3417.7970050915737,0.0,3272.6556161481512,0.0,3268.987286139604
0,280.0,10.0,0.08750000000000001,13236.927943757144,0.0,3417.797005091572,0.0,3417.7970050915737,0.0,3202.464428397608,0.0,3198.8695051763893
0,280.0,10.0,0.125,13119.695481587783,0.0,3417.797005091572,0.0,3417.7970050915737,0.0,3143.3617357351777,0.0,3140.73973566946
0,280.0,10.0,0.16250000000000003,13049.65940452506,0.0,3417.797005091572,0.0,3417.7970050915737,0.0,3107.330034245251,0.0,3106.7353600966644
0,280.0,10.0,0.2,13023.647000572135,0.0,3417.797005091572,0.0,3417.7970050915737,0.0,3092.823315231559,0.0,3095.22967515743
0,280.0,11.0,0.05,17701.75005938986,0.0,4519.404307286192,0.0,4519.404307286192,0.0,4333.747799992892,0.0,4329.193644824583
